Time;Zone;Hen;PackID
2020-02-15T10:24:30Z;Tier_2;Hen_74;10_sb
2020-02-15T10:24:30Z;Wintergarten;Hen_95;12_sb
2020-02-15T10:25:00Z;Tier_2;Hen_44;11_sws
2020-02-15T10:25:00Z;Tier_4;Hen_86;10_sws
2020-02-15T10:25:00Z;Litter;Hen_93;10_gb
2020-02-15T10:25:30Z;Tier_2;Hen_32;12_sws
2020-02-15T10:25:30Z;Litter;Hen_52;11_bb
2020-02-15T10:25:30Z;Tier_2;Hen_66;12_pb
2020-02-15T10:25:30Z;Litter;Hen_74;10_sb
2020-02-15T10:26:23Z;Ramp_Nestbox;Hen_39;12_pp
2020-02-15T10:26:30Z;Litter;Hen_106;12_wb
2020-02-15T10:26:30Z;Ramp_Nestbox;Hen_28;11_gb
2020-02-15T10:26:30Z;Tier_2;Hen_46;10_wp
2020-02-15T10:26:30Z;Tier_2;Hen_71;10_gg
2020-02-15T10:26:30Z;Tier_4;Hen_96;12_wg
2020-02-15T10:27:00Z;Litter;Hen_39;12_pp
2020-02-15T10:27:00Z;Litter;Hen_65;12_sg
2020-02-15T10:27:30Z;Tier_2;Hen_14;11_pp
2020-02-15T10:27:30Z;Tier_2;Hen_18;11_bs
2020-02-15T10:27:30Z;Wintergarten;Hen_57;12_wp
2020-02-15T10:27:30Z;Tier_2;Hen_98;11_sg
2020-02-15T10:28:00Z;Litter;Hen_18;11_bs
2020-02-15T10:28:00Z;Tier_4;Hen_28;11_gb
2020-02-15T10:28:00Z;Ramp_Nestbox;Hen_47;11_wb
2020-02-15T10:28:00Z;Litter;Hen_98;11_sg
2020-02-15T10:28:30Z;Litter;Hen_14;11_pp
2020-02-15T10:28:30Z;Litter;Hen_30;12_gs
2020-02-15T10:28:30Z;Wintergarten;Hen_33;12_ws
2020-02-15T10:28:30Z;Ramp_Nestbox;Hen_4;10_ws
2020-02-15T10:28:30Z;Tier_4;Hen_66;12_pb
2020-02-15T10:29:00Z;Litter;Hen_45;11_ss
2020-02-15T10:29:00Z;Tier_2;Hen_61;12_sp
2020-02-15T10:29:30Z;Tier_4;Hen_30;12_gs
2020-02-15T10:29:30Z;Wintergarten;Hen_45;11_ss
2020-02-15T10:29:30Z;Litter;Hen_46;10_wp
2020-02-15T10:30:00Z;Litter;Hen_30;12_gs
2020-02-15T10:30:00Z;Tier_4;Hen_4;10_ws
2020-02-15T10:30:00Z;Ramp_Nestbox;Hen_61;12_sp
2020-02-15T10:30:30Z;Ramp_Nestbox;Hen_106;12_wb
2020-02-15T10:30:30Z;Wintergarten;Hen_14;11_pp
2020-02-15T10:30:30Z;Tier_2;Hen_46;10_wp
2020-02-15T10:30:30Z;Tier_2;Hen_61;12_sp
2020-02-15T10:30:30Z;Wintergarten;Hen_98;11_sg
2020-02-15T10:31:00Z;Tier_2;Hen_39;12_pp
